City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,northam,51.0333,-4.2167,12.01,87,85,2.19,GB,1730322113
364,fort st. john,56.2499,-120.8529,0.94,75,75,3.6,CA,1730322115
365,lenino,45.2986,35.7771,12.85,77,97,2.74,UA,1730322116
366,palmer,42.1584,-72.3287,21.97,52,100,2.41,US,1730322013
367,spring creek,40.7266,-115.5859,6.05,34,98,2.24,US,1730321966
368,twon-brass,4.3151,6.2418,26.9,83,71,3.59,NG,1730322119
369,bundaberg,-24.85,152.35,23.63,63,1,3.29,AU,1730322120
370,aguie,13.506,7.7786,27.52,15,48,3.9,NE,1730322121
371,esquina,-30.0144,-59.5272,30.47,34,0,4.13,AR,1730322104
372,aral,40.5156,81.2636,10.35,42,6,3.17,CN,1730322124
373,tobelo,1.7284,128.0095,27.29,81,85,0.69,ID,1730322125
374,vorgashor,67.5833,63.95,-4.55,96,75,2.69,RU,1730322127
375,barra de santo antonio,-9.4047,-35.5072,25.18,68,0,6.67,BR,1730322128
376,detroit lakes,46.8172,-95.8453,8.03,66,40,6.69,US,1730322058
377,tilisarao,-32.7329,-65.2911,31.28,25,0,9.01,AR,1730322130
378,sheringham,52.9408,1.2093,10.97,93,66,2.57,GB,1730322132
379,vila velha,-20.3297,-40.2925,23.3,91,100,4.63,BR,1730322133
380,soufriere,13.8562,-61.0566,29.81,91,20,7.72,LC,1730322134
381,mangai,-4.05,19.5333,22.76,98,100,0.2,CD,1730322135
382,berezovyy,51.6667,135.7,-3.58,90,4,1.24,RU,1730322137
383,mugia,43.1041,-9.2179,16.06,87,13,5.37,ES,1730322139
384,prince rupert,54.3161,-130.3201,9.83,81,100,11.83,CA,1730322140
385,mabaruma,8.2,-59.7833,27.37,75,52,2.3,GY,1730322141
386,krasnozerskoye,53.9828,79.2374,0.3,99,100,2.51,RU,1730322142
387,gaigeturi,33.4644,126.3183,19.03,72,75,6.17,KR,1730322143
388,nyagan,62.1406,65.3936,-1.88,90,84,2.74,RU,1730322144
389,east ballina,-28.8667,153.5833,20.06,87,4,3.2,AU,1730322147
390,port augusta,-32.5,137.7667,17.54,69,37,5.5,AU,1730322148
391,i-n-salah,27.1935,2.4607,28.97,16,99,3.39,DZ,1730322149
392,kencong,-8.2833,113.3667,24.76,88,75,0.6,ID,1730322153
393,sinabang,2.4803,96.3801,25.72,85,76,1.47,ID,1730322154
394,sari,36.5633,53.0601,8.77,93,0,2.06,IR,1730322155
395,riyadh,24.6877,46.7219,24.04,36,0,5.24,SA,1730322149
396,nuku'alofa,-21.1333,-175.2,25.19,88,75,5.14,TO,1730322132
397,neiafu,-18.65,-173.9833,27.38,78,75,4.63,TO,1730322158
398,massafra,40.5888,17.117,18.38,84,8,4.11,IT,1730322159
399,kristiansund,63.1115,7.732,6.36,75,75,9.26,NO,1730322161
400,mejit,10.2753,170.8646,28.18,76,63,5.32,MH,1730322162
401,tindivanam,12.25,79.65,25.15,88,26,0.45,IN,1730322163
402,whakatane,-37.9585,176.9854,17.51,74,15,0.89,NZ,1730322164
403,utuado,18.2655,-66.7004,24.89,98,100,0.89,PR,1730322165
404,lodwar,3.1191,35.5973,31.35,31,90,4.34,KE,1730322166
405,chulakkurgan,43.765,69.1814,6.43,55,12,2.62,KZ,1730322167
406,holualoa,19.6228,-155.9522,25.31,80,76,0.45,US,1730322168
407,thunder bay,48.4001,-89.3168,7.99,66,75,4.63,CA,1730322072
408,kulhudhuffushi,6.6221,73.07,27.64,74,100,1.63,MV,1730322170
409,grande prairie,55.1667,-118.8027,2.1,80,75,3.6,CA,1730322172
410,ottawa,45.4112,-75.6981,22.24,64,75,6.69,CA,1730321419
411,bure,10.7,37.0667,13.63,92,100,1.69,ET,1730322174
412,port lincoln,-34.7333,135.8667,14.45,79,19,4.68,AU,1730322175
413,acarau,-2.8856,-40.12,25.79,80,86,8.4,BR,1730322066
414,saint george's,12.0564,-61.7485,29.82,74,40,5.14,GD,1730322177
415,altdorf,49.3875,11.3572,10.18,93,21,1.03,DE,1730322179
416,chabahar,25.2919,60.643,27.3,66,0,3.25,IR,1730322180
417,rikaze,29.25,88.8833,4.89,64,0,1.49,CN,1730322181
418,port angeles,48.1181,-123.4307,10.34,77,100,3.09,US,1730322182
419,bhasawar,27.0333,77.0333,25.84,31,0,1.35,IN,1730322184
420,ixtapa,20.7,-105.2,31.24,51,0,3.6,MX,1730322185
421,ar ruways,24.1103,52.7306,27.0,62,0,3.22,AE,1730322186
422,mogi guacu,-22.3722,-46.9422,25.63,47,14,2.77,BR,1730322168
423,honnali,14.25,75.6667,22.29,88,100,1.03,IN,1730322188
424,nemuro,43.3236,145.575,9.38,76,100,5.42,JP,1730322189
425,taoudenni,22.6783,-3.9836,30.37,17,88,5.05,ML,1730322190
426,bacabal,-4.2917,-44.7917,32.54,45,100,4.37,BR,1730322191
427,revda,56.801,59.9303,-0.21,84,100,1.81,RU,1730322193
428,constantia,44.1833,28.65,9.38,59,81,1.86,RO,1730322194
429,indramayu,-6.3264,108.32,27.78,69,56,2.66,ID,1730322195
430,lerwick,60.1545,-1.1494,10.32,83,100,12.16,GB,1730322196
431,zalesovo,53.9939,84.7431,0.68,97,100,5.41,RU,1730322197
432,newton abbot,50.5286,-3.6119,13.31,88,100,2.77,GB,1730322199
433,qiqihar,47.3408,123.9672,3.75,66,21,3.49,CN,1730322200
434,rumonge,-3.9736,29.4386,24.15,76,82,1.76,BI,1730322202
435,repatriacion,-25.5333,-55.95,33.55,34,42,1.54,PY,1730322203
436,freetown,8.484,-13.2299,26.84,83,75,3.09,SL,1730322204
437,deqen,29.9618,90.7188,2.35,41,0,1.67,CN,1730322205
438,tashtagol,52.7657,87.8894,-0.04,90,100,2.87,RU,1730322206
439,colonia,50.9333,6.95,13.3,90,100,1.54,DE,1730321917
440,jabor,5.921,169.6434,28.36,71,34,2.07,MH,1730322208
441,guerrero negro,27.9769,-114.0611,20.93,50,0,3.97,MX,1730322209
442,dalhart,36.0595,-102.5133,18.01,15,0,11.32,US,1730322210
443,piendamo,2.6431,-76.9892,20.73,97,100,1.67,CO,1730322016
444,zvezdnyy,57.7325,56.3147,0.33,81,82,3.69,RU,1730322212
445,gorontalo,0.5412,123.0595,22.72,91,79,1.3,ID,1730322214
446,greymouth,-42.4667,171.2,12.62,88,100,2.1,NZ,1730322215
447,port douglas,-16.4833,145.4667,24.11,69,8,2.64,AU,1730322216
448,mutsu,41.2894,141.2169,10.54,75,10,4.3,JP,1730322217
449,san pedro piedra gorda,22.45,-102.35,23.87,17,0,5.79,MX,1730322218
450,nar'yan-mar,67.6713,53.087,-0.04,79,100,7.92,RU,1730322219
451,rundu,-17.9333,19.7667,20.87,16,0,1.97,NA,1730322220
452,kamikawa,43.84,142.7711,4.78,95,100,0.79,JP,1730322221
453,cascais,38.6979,-9.4215,17.51,75,93,4.71,PT,1730322222
454,kalach-na-donu,48.691,43.5264,6.07,72,69,2.89,RU,1730322224
455,saint-francois,46.4154,3.9054,11.47,94,0,1.03,FR,1730322225
456,molochnoye,59.2917,39.6787,3.83,87,100,5.44,RU,1730322226
457,hailar,49.2,119.7,3.33,71,78,1.59,CN,1730322227
458,bam,29.106,58.357,18.27,28,1,0.53,IR,1730322117
459,pacific grove,36.6177,-121.9166,18.69,75,0,3.6,US,1730322230
460,usinsk,65.9939,57.5281,0.85,84,100,9.38,RU,1730322231
461,suoyarvi,62.0833,32.35,1.18,96,100,6.26,RU,1730322232
462,nacala,-14.5428,40.6728,25.46,89,100,4.31,MZ,1730322233
463,huancavelica,-12.7667,-74.9833,9.58,58,99,3.64,PE,1730322120
464,ihtiman,42.4333,23.8167,7.87,68,4,1.93,BG,1730322235
465,antonio enes,-16.2325,39.9086,25.62,81,97,5.12,MZ,1730322236
466,ceeldheer,3.8488,47.1806,26.11,87,58,4.68,SO,1730322237
467,labrador city,52.9463,-66.9114,0.66,90,100,29.95,CA,1730322012
468,benguela,-12.5763,13.4055,24.05,75,95,1.04,AO,1730322240
469,baukau,51.5526,7.2042,13.05,96,79,1.28,DE,1730322241
470,suwayr,30.1171,40.3893,19.58,42,0,4.96,SA,1730322242
471,luau,-10.7073,22.2247,19.3,93,100,2.01,AO,1730322243
472,coron,11.9986,120.2043,25.81,92,100,4.13,PH,1730322244
473,thief river falls,48.1191,-96.1812,6.96,45,0,3.09,US,1730322245
474,caleta de carquin,-11.0925,-77.6267,19.87,72,32,4.54,PE,1730322246
475,padang,-0.9492,100.3543,24.03,89,95,2.19,ID,1730322247
476,la passe,45.5549,-0.8967,15.02,86,0,4.43,FR,1730322248
477,heihe,50.2441,127.4902,-4.68,78,95,1.52,CN,1730322249
478,kargil,34.5667,76.1,-0.95,73,18,2.52,IN,1730322250
479,marsabit,2.3284,37.9899,22.97,38,83,6.73,KE,1730322252
480,choibalsan,48.0667,114.5,2.4,74,91,2.87,MN,1730322253
481,coari,-4.085,-63.1414,32.65,45,78,2.35,BR,1730322254
482,rabo de peixe,37.8,-25.5833,18.73,99,40,3.09,PT,1730322255
483,mokhsogollokh,61.4681,128.9203,-22.02,98,83,0.99,RU,1730322256
484,rain,48.6833,10.9,10.84,85,46,1.04,DE,1730322257
485,kitimat,54.0524,-128.6534,6.06,28,100,0.93,CA,1730322258
486,qarqaraly,49.4058,75.4742,-0.31,79,93,3.97,KZ,1730322259
487,kapit,2.0167,112.9333,23.27,99,100,0.21,MY,1730322261
488,baardheere,2.3446,42.2764,26.65,66,73,6.58,SO,1730322262
489,kouango,4.9934,19.9619,22.97,93,44,0.75,CF,1730322263
490,soio,-6.1349,12.3689,24.87,78,20,3.72,AO,1730322264
491,mezhdurechensk,53.6942,88.0603,0.99,92,100,5.07,RU,1730322265
492,sharm el-sheikh,27.8518,34.305,24.08,57,0,1.54,EG,1730322054
493,kyshtovka,56.555,76.6271,-1.47,91,96,2.34,RU,1730322267
494,alaca,40.1683,34.8425,7.41,91,7,2.17,TR,1730322268
495,owosso,42.9978,-84.1766,25.01,50,0,7.2,US,1730322127
496,tshikapa,-6.4167,20.8,22.53,96,99,1.13,CD,1730322246
497,sinjai,-5.1241,120.253,24.79,81,75,1.5,ID,1730322272
498,salvador,13.8333,-88.9167,30.02,75,100,0.29,SV,1730322273
499,fort bragg,35.139,-79.006,26.91,56,20,2.57,US,1730322274
500,porto da folha,-9.9172,-37.2783,26.67,56,0,8.68,BR,1730322104
501,trondheim,63.4305,10.3951,4.03,93,100,0.45,NO,1730322274
502,kingston,17.997,-76.7936,28.53,84,75,4.12,JM,1730322278
503,queenstown,-31.8976,26.8753,9.12,82,0,1.42,ZA,1730322101
504,qalat,32.1058,66.9083,11.04,28,33,0.81,AF,1730322281
505,lingcheng,22.7072,110.3492,18.91,70,23,2.53,CN,1730322282
506,kangding,30.0513,101.9603,8.35,88,42,0.32,CN,1730322283
507,peace river,56.2501,-117.286,1.17,69,75,6.17,CA,1730322008
508,kattivakkam,13.2167,80.3167,28.05,99,0,2.47,IN,1730322285
509,bardai,11.65,7.2333,22.76,27,96,3.17,NG,1730322286
510,griffith,41.5284,-87.4237,26.92,48,0,9.77,US,1730322287
511,ambovombe,-25.1667,46.0833,24.14,77,100,2.17,MG,1730322288
512,letterkenny,54.95,-7.7333,12.43,91,100,2.3,IE,1730322289
513,zeya,53.75,127.2667,-7.2,94,22,1.23,RU,1730322290
514,robore,-18.3333,-59.75,35.05,49,20,2.06,BO,1730322194
515,linxia chengguanzhen,35.6003,103.2064,4.48,91,100,0.92,CN,1730322293
516,punta del este,-34.9667,-54.95,28.06,91,20,5.36,UY,1730322294
517,grand falls-windsor,48.9332,-55.6649,3.06,75,46,2.15,CA,1730322295
518,alaghsas,17.0187,8.0168,26.3,12,100,5.22,NE,1730322296
519,grand baie,-20.0182,57.5802,20.81,78,94,0.89,MU,1730322297
520,murzuq,25.9155,13.9184,21.73,35,38,2.92,LY,1730322298
521,arauca,7.0847,-70.7591,32.98,66,40,1.03,CO,1730322299
522,sinop,41.7711,34.8709,8.45,90,32,0.73,TR,1730322300
523,san marcos de colon,13.4333,-86.8,23.14,80,97,1.59,HN,1730322301
524,sandnessjoen,66.0217,12.6316,5.06,56,75,4.12,NO,1730322193
525,homer,59.6425,-151.5483,2.67,58,0,4.02,US,1730322305
526,kyzyl-mazhalyk,51.1333,90.6,-3.82,46,8,1.02,RU,1730322306
527,el granada,37.5027,-122.4694,17.85,67,40,2.57,US,1730322307
528,morondava,-20.2833,44.2833,26.75,79,93,1.45,MG,1730322308
529,escanaba,45.7453,-87.0646,12.98,94,100,5.66,US,1730322309
530,nikolayevsk-on-amure,53.1406,140.73,-3.43,78,72,3.26,RU,1730322310
531,buka,40.8108,69.1986,9.65,61,0,1.72,UZ,1730322311
532,onguday,50.75,86.15,-2.28,66,89,0.34,RU,1730322312
533,tiruttangal,9.4833,77.8333,26.68,82,45,0.85,IN,1730322313
534,sadjoavato,-12.6334,49.349,22.26,83,58,4.82,MG,1730322314
535,mazyr,52.0495,29.2456,11.86,84,100,6.89,BY,1730322316
536,howrah,22.5892,88.3103,28.0,89,40,2.06,IN,1730322317
537,sandakan,5.8402,118.1179,25.82,100,20,1.54,MY,1730322318
538,grand gaube,-20.0064,57.6608,20.77,78,88,0.89,MU,1730322319
539,essaouira,31.5125,-9.77,18.72,77,20,2.57,MA,1730322320
540,arvayheer,46.2639,102.775,-3.28,51,21,1.2,MN,1730322321
541,alotau,-10.3069,150.4462,24.5,93,100,1.97,PG,1730322322
542,shevchenko,48.5,35.0,10.33,46,100,3.3,UA,1730322323
543,panyutyne,48.9333,36.2833,6.93,48,73,3.53,UA,1730322324
544,tangalle,6.024,80.7911,25.31,87,88,2.76,LK,1730322325
545,darwin,-12.4611,130.8418,22.99,88,100,7.72,AU,1730322275
546,hohhot,40.8106,111.6522,8.16,100,40,2.0,CN,1730322328
547,russellville,35.2784,-93.1338,27.77,66,100,0.89,US,1730322302
548,igarka,67.4667,86.5833,-16.57,99,100,1.55,RU,1730322330
549,ormara,25.2088,64.6357,26.95,75,0,3.74,PK,1730322331
550,kalevala,65.2,31.1667,-0.02,77,99,6.42,RU,1730322332
551,miquelon,47.0975,-56.3814,4.35,60,49,2.28,PM,1730322333
552,prieska,-29.6641,22.7474,17.86,23,0,3.25,ZA,1730322334
553,trairi,-3.2778,-39.2689,25.4,79,18,5.35,BR,1730322313
554,chesma,53.8111,60.6533,-0.19,97,100,2.48,RU,1730322336
555,male,4.1748,73.5089,28.97,79,40,2.57,MV,1730322338
556,mili,6.0815,171.735,28.1,72,27,1.11,MH,1730322339
557,san matias,-16.3667,-58.4,33.01,49,57,1.05,BO,1730322341
558,belyy yar,53.6039,91.3903,0.94,75,0,6.0,RU,1730322342
559,kita,13.0349,-9.4895,26.62,42,68,1.45,ML,1730322343
560,ciudad bolivar,8.1222,-63.5497,34.27,39,99,2.71,VE,1730322074
561,daru,-9.0763,143.2092,26.33,86,100,7.18,PG,1730322345
562,kailua-kona,19.6406,-155.9956,27.98,80,40,5.14,US,1730322249
563,kure,34.2333,132.5667,15.8,74,100,5.19,JP,1730322347
564,ongjin,37.9347,125.3619,13.36,65,100,1.23,KP,1730322348
565,pierre,44.3683,-100.351,11.51,54,100,6.69,US,1730322349
566,anton lizardo,19.05,-95.9833,30.68,75,7,2.82,MX,1730322350
567,mu'minobod,38.1085,70.0285,8.35,48,7,2.13,TJ,1730322352
568,manaure,11.7751,-72.4445,32.3,58,100,2.97,CO,1730322353
